case,frame_id,timestamp,is_keyframe_created,num_keyframes,num_mappoints,local_map_matches_before_pose,inlier_map_matches_after_pose,estimated_accum_path_m,estimated_frame_step_m,mask_ratio,ckf_accepted_depth_candidates,ckf_boundary_existing_supported_candidates,ckf_boundary_skipped_new_candidates,ckf_direct_vetoed_candidates,lm_delayed_rejected_boundary_pairs,lm_delayed_support_sum,lm_kept_pairs_after_boundary,lm_kept_pairs_after_delayed_boundary,lm_kept_static_pairs_after_instance,lm_promoted_geom_created,lm_promoted_geom_depth,lm_promoted_geom_enter,lm_promoted_geom_parallax,lm_promoted_geom_reproj1,lm_promoted_geom_reproj2,lm_promoted_geom_scale,lm_promoted_geom_triangulated,lm_quality_depth_support_sum,lm_quality_found_support_sum,lm_quality_frame_support_sum,lm_quality_raw_depth_support_sum,lm_quality_raw_support_sum,lm_quality_rejected_boundary_pairs,lm_quality_reliable_support_sum,lm_quality_residual_support_sum,lm_score_created,lm_score_geom_evaluated,lm_score_post_geom_rejected,lm_score_support_accepted,lm_score_support_candidates,lm_score_support_rejected,lm_skipped_boundary_pairs,lm_skipped_instance_pairs,lm_support_promoted_boundary_pairs,lm_v7_allowed,lm_v7_candidates,lm_v7_coverage_allowed,lm_v7_coverage_pressure,lm_v7_keyframe_pressure,lm_v7_lba_pressure,lm_v7_probation_culled_found_ratio,lm_v7_probation_culled_low_obs,lm_v7_probation_low_use_rejected,lm_v7_probation_matured,lm_v7_probation_pose_use_chi2_weight,lm_v7_probation_pose_use_chi2_weighted_sum,lm_v7_probation_pose_use_edges,lm_v7_probation_pose_use_inliers,lm_v7_probation_prebad,lm_v7_probation_residual_rejected,lm_v7_probation_score_recent,lm_v7_probation_survived,lm_v7_quota_rejected,lm_v7_rejected,lm_v7_scale_pressure,lm_v7_state_allowed,lm_v7_total_boundary_features,lm_v7_tracking_pressure,lm_v7_unmatched_boundary_cells,lm_v7_unmatched_boundary_features
wrpy_v7_original,643,1341846669.450219,1,271,5432,694,318,11.257265,0.008803,0.123451,707.0,4.0,1.0,109.0,0.0,0.0,,3.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,655,1341846669.854118,1,267,5334,561,215,11.427836,0.005273,0.099541,701.0,12.0,6.0,109.0,0.0,0.0,,6.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,656,1341846669.886219,1,268,5374,642,311,11.438445,0.010608,0.106654,738.0,13.0,16.0,104.0,0.0,0.0,,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,657,1341846669.922050,1,269,5495,681,342,11.448069,0.009625,0.111361,746.0,19.0,10.0,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,658,1341846669.954047,1,270,5535,647,283,11.472148,0.024079,0.116725,691.0,14.0,7.0,157.0,0.0,0.0,,4.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,660,1341846670.022242,1,268,5397,592,261,11.496238,0.016461,0.134277,740.0,31.0,31.0,169.0,1.0,0.0,0.0,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,661,1341846670.054135,1,269,5420,621,300,11.504457,0.008219,0.138304,676.0,19.0,13.0,222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,662,1341846670.090228,1,270,5670,620,291,11.519879,0.015422,0.000000,860.0,0.0,0.0,0.0,0.0,0.0,,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,663,1341846670.121996,1,271,5818,675,345,11.554006,0.034127,0.000000,875.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,665,1341846670.190103,1,272,5786,623,277,11.608315,0.039575,0.000000,863.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,666,1341846670.222197,1,273,5922,654,286,11.624230,0.015915,0.000000,875.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,667,1341846670.258571,1,274,5870,666,319,11.646500,0.022270,0.135771,681.0,58.0,28.0,233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,668,1341846670.290254,1,275,5976,644,313,11.661035,0.014535,0.000000,876.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,669,1341846670.322105,1,274,5897,530,217,11.706037,0.045002,0.000000,892.0,0.0,0.0,0.0,0.0,0.0,,12.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,670,1341846670.358377,1,275,6137,592,238,11.751842,0.045805,0.000000,873.0,0.0,0.0,0.0,0.0,0.0,,5.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,671,1341846670.390114,1,276,6225,643,241,11.800706,0.048864,0.000000,867.0,0.0,0.0,0.0,0.0,0.0,,27.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,672,1341846670.422206,1,277,6262,624,177,11.857249,0.056543,0.000000,855.0,0.0,0.0,0.0,0.0,0.0,,13.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,673,1341846670.464003,1,276,6096,601,184,11.903086,0.045837,0.000000,865.0,0.0,0.0,0.0,0.0,0.0,,30.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,674,1341846670.490173,1,277,6081,610,181,11.929913,0.026826,0.133695,611.0,38.0,21.0,253.0,1.0,6.0,4.0,20.0,8.0,,,,,,,,,0.0,5.0,2.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,675,1341846670.526271,1,278,6048,581,149,11.946288,0.016375,0.113831,579.0,25.0,19.0,219.0,0.0,0.0,,33.0,6.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,676,1341846670.566977,1,279,6001,581,137,11.958113,0.011825,0.115723,557.0,33.0,24.0,215.0,0.0,0.0,,8.0,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,677,1341846670.596103,1,280,5748,521,127,11.979938,0.021826,0.158538,488.0,30.0,21.0,246.0,0.0,0.0,,20.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,678,1341846670.628412,1,281,5747,514,143,11.983704,0.003766,0.172985,401.0,11.0,12.0,328.0,0.0,0.0,,16.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,679,1341846670.664027,1,282,5749,459,115,12.009579,0.025875,0.190993,364.0,9.0,8.0,388.0,0.0,0.0,,4.0,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,680,1341846670.696002,1,283,5761,440,101,12.022491,0.012912,0.161719,375.0,24.0,31.0,301.0,0.0,0.0,,1.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,681,1341846670.728093,1,284,5615,427,111,12.043565,0.021074,0.173011,328.0,19.0,6.0,324.0,0.0,0.0,,16.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,682,1341846670.764128,1,285,5634,398,112,12.053344,0.009779,0.186794,275.0,24.0,2.0,337.0,0.0,0.0,,3.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,683,1341846670.796059,1,286,5667,395,90,12.077654,0.024310,0.150277,374.0,27.0,24.0,219.0,0.0,0.0,,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,684,1341846670.832246,1,287,5701,414,91,12.092174,0.014520,0.169414,319.0,11.0,5.0,280.0,0.0,0.0,,7.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,685,1341846670.863970,1,285,5601,369,108,12.101652,0.009478,0.191074,266.0,17.0,7.0,289.0,1.0,1.0,3.0,6.0,,,,,,,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,686,1341846670.896139,1,286,5621,336,62,12.120023,0.018371,0.166110,302.0,14.0,30.0,215.0,2.0,10.0,0.0,9.0,,,,,,,,,,0.0,4.0,8.0,8.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,687,1341846670.932028,1,287,5633,350,61,12.134916,0.014893,0.192669,243.0,14.0,13.0,307.0,1.0,2.0,0.0,1.0,1.0,,,,,,,,,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,688,1341846670.964063,1,288,5628,362,70,12.143981,0.009065,0.217809,221.0,24.0,6.0,374.0,2.0,1.0,1.0,8.0,0.0,,,,,,,,,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,689,1341846671.000270,1,289,5532,341,89,12.182292,0.038311,0.173704,278.0,18.0,31.0,244.0,2.0,2.0,6.0,10.0,0.0,,,,,,,,,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,690,1341846671.032112,1,290,5533,348,78,12.204015,0.021723,0.194141,245.0,32.0,24.0,292.0,2.0,0.0,1.0,7.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,691,1341846671.064030,1,291,5538,324,70,12.222212,0.018197,0.215495,192.0,10.0,12.0,351.0,2.0,0.0,4.0,5.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,692,1341846671.101398,1,292,5547,317,64,12.238359,0.016147,0.162435,244.0,9.0,27.0,259.0,1.0,0.0,0.0,8.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,693,1341846671.132289,1,292,5488,316,60,12.249610,0.011251,0.181361,212.0,15.0,13.0,275.0,0.0,1.0,,8.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,1.0,56.0,1.0,7.0,20.0
wrpy_v7_original,694,1341846671.168159,1,293,5507,299,49,12.294105,0.044495,0.191816,206.0,18.0,10.0,285.0,8.0,0.0,2.0,2.0,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,3.0,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,2.941986,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,
wrpy_v7_original,695,1341846671.200149,1,294,5529,289,60,12.323443,0.029338,0.148047,257.0,22.0,32.0,209.0,0.0,0.0,,1.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,3.0,3.81345,3.0,3.0,0.0,0.0,1.0,1.0,,,,,,,,
wrpy_v7_original,696,1341846671.232280,1,295,5531,299,70,12.350873,0.027430,0.167611,213.0,11.0,8.0,252.0,0.0,0.0,,6.0,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,0.0,,,,,,,0.0,0.0,0.0,1.0,5.0,7.070185,5.0,5.0,0.0,0.0,1.0,0.0,,,,,,,,
wrpy_v7_original,697,1341846671.268147,1,296,5459,283,72,12.371598,0.020724,0.189160,199.0,4.0,0.0,293.0,0.0,0.0,,2.0,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,698,1341846671.300337,1,297,5458,294,64,12.407258,0.035660,0.175046,221.0,10.0,6.0,249.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,699,1341846671.336125,1,298,5466,297,68,12.443063,0.035805,0.180133,215.0,4.0,5.0,249.0,0.0,0.0,,9.0,7.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,700,1341846671.368236,1,299,5470,314,86,12.466445,0.023382,0.185042,217.0,4.0,6.0,289.0,0.0,0.0,,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,701,1341846671.400327,1,297,5419,275,72,12.484205,0.017759,0.151654,235.0,10.0,14.0,239.0,0.0,0.0,,3.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,702,1341846671.436064,1,298,5436,309,84,12.545241,0.061036,0.160654,246.0,9.0,11.0,249.0,0.0,0.0,,4.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,703,1341846671.468197,1,299,5454,323,80,12.563327,0.018086,0.171133,236.0,4.0,3.0,273.0,0.0,0.0,,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,704,1341846671.504294,1,300,5629,288,60,12.606576,0.043249,0.000000,481.0,0.0,0.0,0.0,0.0,0.0,,4.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,705,1341846671.536197,1,295,5541,334,123,12.622690,0.016114,0.148102,264.0,10.0,6.0,263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,706,1341846671.568120,1,296,5567,355,117,12.640275,0.017586,0.155973,262.0,4.0,1.0,261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,707,1341846671.604188,1,297,5605,320,89,12.656172,0.015896,0.000000,476.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,708,1341846671.636057,1,298,5741,312,96,12.665733,0.009561,0.000000,497.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,710,1341846671.704027,1,298,5690,314,96,12.713078,0.020787,0.074990,357.0,22.0,17.0,145.0,1.0,2.0,22.0,46.0,43.0,,,,,,,,,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,711,1341846671.736479,1,299,5695,348,137,12.720647,0.007569,0.081973,351.0,21.0,16.0,168.0,0.0,0.0,,24.0,23.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,712,1341846671.774745,1,300,5671,341,143,12.727978,0.007331,0.086032,349.0,18.0,20.0,158.0,0.0,0.0,,25.0,25.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,713,1341846671.804605,1,301,5679,334,133,12.739396,0.011418,0.110322,310.0,11.0,9.0,181.0,0.0,0.0,,26.0,12.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,714,1341846671.840252,1,298,5610,342,136,12.749542,0.010147,0.119707,284.0,10.0,11.0,206.0,0.0,0.0,,43.0,14.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,715,1341846671.872106,1,299,5649,348,155,12.765809,0.016266,0.128714,282.0,8.0,7.0,203.0,1.0,1.0,12.0,24.0,,,,,,,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,716,1341846671.904035,1,300,5691,340,158,12.777137,0.011329,0.128184,288.0,10.0,11.0,183.0,0.0,0.0,,15.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,717,1341846671.972239,1,301,5708,368,158,12.787743,0.010606,0.139867,292.0,7.0,3.0,211.0,0.0,0.0,,7.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,718,1341846671.998175,1,302,5642,317,144,12.798164,0.010421,0.147858,274.0,2.0,1.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,719,1341846672.034218,1,303,5726,325,142,12.812537,0.014373,0.087848,411.0,8.0,8.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,720,1341846672.066227,1,304,5781,350,181,12.816977,0.004439,0.099463,406.0,11.0,11.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,721,1341846672.098024,1,305,5801,385,198,12.823615,0.006638,0.111081,384.0,22.0,10.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,727,1341846672.302710,1,306,5747,352,144,12.858977,0.003247,0.079271,380.0,6.0,1.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,728,1341846672.335022,1,307,5739,368,184,12.864592,0.005615,0.070397,383.0,5.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,729,1341846672.366487,1,308,5772,375,196,12.872053,0.007461,0.073574,387.0,5.0,0.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,730,1341846672.402478,1,309,5784,391,208,12.878062,0.006008,0.076130,385.0,5.0,0.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,733,1341846672.502610,1,310,5729,348,165,12.900320,0.007400,0.065146,380.0,5.0,6.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,734,1341846672.534812,1,311,5792,358,196,12.911854,0.011533,0.000000,417.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,735,1341846672.570153,1,312,5828,399,202,12.915987,0.004133,0.000000,432.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,736,1341846672.608881,1,313,5849,392,206,12.923174,0.007187,0.056579,406.0,4.0,0.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,739,1341846672.738399,1,313,5774,372,133,12.968132,0.025846,0.070765,402.0,2.0,0.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,740,1341846672.770288,1,314,5798,372,162,12.973830,0.005698,0.060990,405.0,4.0,3.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,741,1341846672.803280,1,315,5811,392,179,12.976520,0.002691,0.072946,406.0,1.0,0.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,742,1341846672.838034,1,316,5828,379,178,12.985608,0.009088,0.086094,388.0,3.0,0.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,748,1341846673.038175,1,315,5780,380,169,13.027428,0.009375,0.070892,422.0,0.0,0.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,749,1341846673.070235,1,316,5813,380,190,13.048229,0.020801,0.000000,420.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,750,1341846673.106189,1,317,5867,378,175,13.053128,0.004899,0.000000,410.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,751,1341846673.138104,1,318,5884,407,192,13.062029,0.008902,0.000000,444.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,755,1341846673.274220,1,318,5768,383,167,13.088811,0.006097,0.148783,273.0,9.0,4.0,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,756,1341846673.306107,1,319,5725,365,165,13.097329,0.008518,0.158962,281.0,8.0,6.0,183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,757,1341846673.338187,1,320,5737,341,161,13.107927,0.010598,0.170192,263.0,3.0,2.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,758,1341846673.374098,1,321,5748,355,162,13.112880,0.004953,0.139082,277.0,4.0,9.0,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,759,1341846673.406266,1,322,5680,331,144,13.119099,0.006219,0.152106,262.0,5.0,4.0,181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,760,1341846673.438267,1,323,5696,317,138,13.130247,0.011148,0.163936,274.0,4.0,2.0,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,761,1341846673.474135,1,324,5744,331,149,13.134508,0.004261,0.076025,337.0,4.0,1.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_original,762,1341846673.506260,1,325,5770,341,165,13.140892,0.006385,0.081895,338.0,0.0,0.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
