case,frame_id,timestamp,is_keyframe_created,num_keyframes,num_mappoints,local_map_matches_before_pose,inlier_map_matches_after_pose,estimated_accum_path_m,estimated_frame_step_m,mask_ratio,ckf_accepted_depth_candidates,ckf_boundary_existing_supported_candidates,ckf_boundary_skipped_new_candidates,ckf_direct_vetoed_candidates,lm_delayed_rejected_boundary_pairs,lm_delayed_support_sum,lm_kept_pairs_after_boundary,lm_kept_pairs_after_delayed_boundary,lm_kept_static_pairs_after_instance,lm_promoted_geom_created,lm_promoted_geom_depth,lm_promoted_geom_enter,lm_promoted_geom_parallax,lm_promoted_geom_reproj1,lm_promoted_geom_reproj2,lm_promoted_geom_scale,lm_promoted_geom_triangulated,lm_quality_depth_support_sum,lm_quality_found_support_sum,lm_quality_frame_support_sum,lm_quality_raw_depth_support_sum,lm_quality_raw_support_sum,lm_quality_rejected_boundary_pairs,lm_quality_reliable_support_sum,lm_quality_residual_support_sum,lm_score_created,lm_score_geom_evaluated,lm_score_post_geom_rejected,lm_score_support_accepted,lm_score_support_candidates,lm_score_support_rejected,lm_skipped_boundary_pairs,lm_skipped_instance_pairs,lm_state_allowed,lm_state_candidates,lm_state_keyframe_pressure,lm_state_lba_pressure,lm_state_rejected,lm_state_scale_pressure,lm_state_tracking_pressure,lm_support_promoted_boundary_pairs
wrpy_v4_near_diag,825,1341846675.650024,1,332,6359,553,174,15.094437,0.025287,0.117852,706,46,66,132,1,4,2,24,19,,,,,,,,,0,4,1,0,4,1,0,0,0,0,0,0,1,1,1,11,,,,,,,,0
wrpy_v4_near_diag,826,1341846675.686118,1,333,6347,571,190,15.113802,0.019365,0.143311,670,35,54,148,3,3,10,17,11,,,,,,,,,0,0,3,3,3,3,0,0,0,0,0,0,3,3,3,19,,,,,,,,0
wrpy_v4_near_diag,827,1341846675.718055,1,334,6365,576,183,15.136281,0.022479,0.170895,661,33,50,134,1,7,1,13,9,1,1,1,1,1,1,1,1,1,6,5,6,7,1,1,1,1,1,0,1,2,1,1,5,,,,,,,,1
wrpy_v4_near_diag,830,1341846675.818106,1,334,6293,524,127,15.192807,0.019219,0.053271,698,23,35,35,2,0,12,48,24,,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2,1,,,,,,,,0
wrpy_v4_near_diag,831,1341846675.854095,1,335,6402,601,201,15.222497,0.029690,0.065804,702,18,18,75,5,0,27,33,22,,,,,,,,,0,0,0,0,0,5,0,0,0,0,0,0,5,5,5,6,,,,,,,,0
wrpy_v4_near_diag,832,1341846675.886163,1,336,6516,575,153,15.249639,0.027142,0.077796,651,14,6,96,0,0,,22,8,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,3,,,,,,,,0
wrpy_v4_near_diag,833,1341846675.922346,1,337,6480,586,173,15.276739,0.027100,0.214079,434,28,13,305,2,0,15,36,27,,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2,9,,,,,,,,0
wrpy_v4_near_diag,834,1341846675.961651,1,338,6290,544,166,15.305449,0.028711,0.181501,451,30,34,253,1,1,13,31,23,,,,,,,,,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,6,,,,,,,,0
wrpy_v4_near_diag,835,1341846676.028080,1,339,6339,471,90,15.362435,0.056986,0.158783,479,15,15,209,0,0,,85,73,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,10,,,,,,,,0
wrpy_v4_near_diag,836,1341846676.054246,1,340,6420,496,96,15.387551,0.025116,0.198477,487,25,15,221,11,8,53,59,45,,,,,,,,,0,0,8,1,8,11,0,0,0,0,0,0,11,11,11,14,,,,,,,,0
wrpy_v4_near_diag,837,1341846676.086207,1,341,6444,470,81,15.430003,0.042452,0.188376,368,10,19,222,0,0,,30,30,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,9,,,,,,,,0
wrpy_v4_near_diag,838,1341846676.122163,1,341,6292,471,92,15.463135,0.033133,0.201865,366,10,17,229,1,1,8,39,37,,,,,,,,,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,10,,,,,,,,0
wrpy_v4_near_diag,839,1341846676.154447,1,342,6315,482,95,15.508412,0.045277,0.131644,421,23,22,142,2,0,13,25,12,,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2,4,,,,,,,,0
wrpy_v4_near_diag,840,1341846676.190230,1,343,6352,506,129,15.529229,0.020817,0.128923,388,11,18,168,1,1,8,61,46,,,,,,,,,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,,,,,,,,0
wrpy_v4_near_diag,841,1341846676.222476,1,344,6444,451,89,15.544221,0.014992,0.142135,379,15,18,212,1,1,4,42,,,,,,,,,,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,,,,,,,,,0
wrpy_v4_near_diag,842,1341846676.257017,1,343,6385,493,124,15.560417,0.016196,0.224788,375,18,26,224,0,0,,54,46,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,4,,,,,,,,0
wrpy_v4_near_diag,843,1341846676.290401,1,344,6416,487,140,15.598907,0.038489,0.216562,399,14,35,198,0,0,,52,49,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,8,,,,,,,,0
wrpy_v4_near_diag,844,1341846676.322689,1,345,6484,437,107,15.625611,0.026705,0.208529,395,9,25,196,4,0,6,35,22,,,,,,,,,0,0,0,0,0,4,0,0,0,0,0,0,4,4,4,3,,,,,,,,0
wrpy_v4_near_diag,845,1341846676.360815,1,346,6539,461,60,15.670285,0.044674,0.222744,408,14,32,234,0,0,,4,3,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,3,,,,,,,,0
wrpy_v4_near_diag,846,1341846676.390851,1,347,6479,508,100,15.731734,0.061449,0.187350,477,20,25,165,3,6,22,66,,,,,,,,,,0,0,6,0,6,3,0,0,0,0,0,0,3,3,3,,,,,,,,,0
wrpy_v4_near_diag,847,1341846676.424250,1,348,6562,534,137,15.763202,0.031469,0.146927,482,8,16,166,0,0,,33,13,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,1,,,,,,,,0
wrpy_v4_near_diag,848,1341846676.459033,1,349,6597,518,146,15.788566,0.025364,0.234199,418,8,18,187,2,0,6,46,11,,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,,,,,,,,0
wrpy_v4_near_diag,849,1341846676.490669,1,350,6607,570,170,15.793431,0.004865,0.204840,423,7,12,173,0,0,,19,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0
wrpy_v4_near_diag,851,1341846676.564052,1,350,6427,565,147,15.842706,0.020141,0.173659,453,0,3,161,1,4,13,41,0,,,,,,,,,0,0,4,0,4,1,0,0,0,0,0,0,1,1,1,1,,,,,,,,0
wrpy_v4_near_diag,852,1341846676.596566,1,351,6465,587,191,15.851744,0.009038,0.167480,469,0,2,158,0,0,,15,2,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,2,,,,,,,,0
wrpy_v4_near_diag,853,1341846676.632057,1,352,6472,591,200,15.874598,0.022855,0.160114,467,0,0,144,1,0,10,25,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,,,,,,,,,0
wrpy_v4_near_diag,854,1341846676.664083,1,353,6553,634,217,15.881623,0.007025,0.000000,590,0,0,0,1,0,8,17,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,,,,,,,,,0
wrpy_v4_near_diag,856,1341846676.726102,1,351,6462,610,206,15.896863,0.004881,0.087998,520,7,9,62,0,0,,31,10,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,1,,,,,,,,0
wrpy_v4_near_diag,857,1341846676.758419,1,352,6534,642,240,15.899462,0.002599,0.066960,600,8,4,36,0,0,,35,21,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,1,,,,,,,,0
wrpy_v4_near_diag,858,1341846676.790227,1,353,6519,649,265,15.905118,0.005656,0.055023,551,2,4,21,1,0,6,23,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,,,,,,,,,0
wrpy_v4_near_diag,859,1341846676.826179,1,354,6550,639,221,15.921570,0.016452,0.042399,517,0,5,14,0,0,,25,19,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,1,,,,,,,,0
wrpy_v4_near_diag,864,1341846676.994140,1,354,6419,613,230,16.001795,0.011885,0.000000,511,0,0,0,0,0,,96,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0
wrpy_v4_near_diag,865,1341846677.026242,1,355,6438,641,292,16.020719,0.018925,0.000000,488,0,0,0,0,0,,89,20,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,2,,,,,,,,0
wrpy_v4_near_diag,866,1341846677.058104,1,356,6504,692,326,16.024050,0.003331,0.000000,507,0,0,0,0,0,,61,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0
wrpy_v4_near_diag,867,1341846677.094244,1,357,6539,693,312,16.033467,0.009417,0.000000,498,0,0,0,1,1,8,38,,,,,,,,,,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,,,,,,,,,0
wrpy_v4_near_diag,875,1341846677.362194,1,358,6434,613,270,16.168565,0.018187,0.000000,510,0,0,0,0,0,,167,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0
wrpy_v4_near_diag,876,1341846677.394280,1,359,6458,656,333,16.178039,0.009474,0.000000,516,0,0,0,0,0,,110,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0
wrpy_v4_near_diag,877,1341846677.430058,1,360,6514,658,337,16.193480,0.015441,0.000000,492,0,0,0,0,0,,79,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0
wrpy_v4_near_diag,878,1341846677.468326,1,361,6535,671,340,16.197944,0.004463,0.000000,513,0,0,0,0,0,,54,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0
wrpy_v4_near_diag,886,1341846677.730320,1,361,6426,599,270,16.271264,0.014288,0.000000,435,0,0,0,0,0,,167,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0
wrpy_v4_near_diag,887,1341846677.763691,1,362,6433,629,322,16.278668,0.007404,0.000000,429,0,0,0,0,0,,65,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0
wrpy_v4_near_diag,888,1341846677.798630,1,363,6470,643,333,16.290696,0.012028,0.000000,458,0,0,0,0,0,,40,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0
wrpy_v4_near_diag,889,1341846677.830104,1,364,6478,621,322,16.311633,0.020937,0.000000,459,0,0,0,0,0,,133,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0
wrpy_v4_near_diag,893,1341846677.966256,1,361,6402,564,255,16.363710,0.013550,0.013584,438,3,1,8,0,0,,44,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0
wrpy_v4_near_diag,894,1341846677.998516,1,362,6429,566,285,16.374842,0.011131,0.019798,467,1,1,10,0,0,,25,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0
wrpy_v4_near_diag,895,1341846678.030368,1,363,6458,600,329,16.379429,0.004587,0.026393,464,7,2,12,0,0,,57,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0
wrpy_v4_near_diag,896,1341846678.066187,1,364,6452,597,332,16.390855,0.011427,0.010579,434,5,6,4,0,0,,66,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0
wrpy_v4_near_diag,905,1341846678.366593,1,362,6340,529,257,16.490240,0.011269,0.046309,379,4,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v4_near_diag,906,1341846678.402292,1,363,6344,558,288,16.498717,0.008477,0.056016,376,4,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v4_near_diag,907,1341846678.439991,1,364,6368,523,281,16.508819,0.010101,0.063561,354,1,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v4_near_diag,908,1341846678.466861,1,365,6375,542,304,16.513716,0.004898,0.058955,366,3,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v6_need2_near_diag,3,1341846647.866652,1,1,768,318,226,0.019230,0.008109,0.360042,266,9,11,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v6_need2_near_diag,4,1341846647.901972,1,2,810,344,244,0.022520,0.003290,0.378242,235,16,4,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v6_need2_near_diag,5,1341846647.934224,1,3,830,294,218,0.028149,0.005628,0.000000,647,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v6_need2_near_diag,8,1341846648.034343,1,4,1040,341,219,0.051313,0.002885,0.000000,667,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v6_need2_near_diag,12,1341846648.170568,1,5,1318,374,218,0.067988,0.004251,0.041351,665,16,31,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v6_need2_near_diag,14,1341846648.238157,1,6,1331,395,244,0.074772,0.005710,0.037259,734,6,28,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v6_need2_near_diag,15,1341846648.270152,1,7,1454,403,264,0.087905,0.013134,0.047555,704,7,22,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v6_need2_near_diag,18,1341846648.370216,1,8,1400,350,184,0.122789,0.018903,0.163434,625,33,36,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v6_need2_near_diag,20,1341846648.438342,1,9,1492,420,204,0.134358,0.005378,0.137721,686,29,43,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v6_need2_near_diag,22,1341846648.506263,1,10,1520,442,237,0.141977,0.006008,0.175218,618,35,32,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v6_need2_near_diag,23,1341846648.538249,1,11,1566,461,280,0.144649,0.002672,0.136016,669,26,34,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v6_need2_near_diag,24,1341846648.570179,1,12,1487,390,252,0.152670,0.008021,0.151468,659,27,42,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v6_need2_near_diag,25,1341846648.606081,1,13,1602,425,247,0.160386,0.007716,0.170153,636,30,32,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v6_need2_near_diag,26,1341846648.638395,1,14,1712,489,296,0.170048,0.009662,0.138083,689,26,37,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v6_need2_near_diag,27,1341846648.674053,1,15,1742,508,299,0.173576,0.003528,0.151689,688,36,27,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v6_need2_near_diag,28,1341846648.706058,1,16,1636,445,264,0.184618,0.011042,0.171725,620,37,32,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v6_need2_near_diag,29,1341846648.738116,1,17,1728,490,310,0.194841,0.010223,0.138053,701,39,31,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v6_need2_near_diag,30,1341846648.774049,1,18,1794,497,291,0.201762,0.006921,0.154779,654,15,28,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v6_need2_near_diag,31,1341846648.805941,1,19,1800,511,322,0.207979,0.006217,0.177773,640,36,26,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v6_need2_near_diag,34,1341846648.906165,1,20,1669,398,236,0.246174,0.007992,0.175212,670,39,55,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v6_need2_near_diag,35,1341846648.942154,1,21,1774,346,143,0.253001,0.006826,0.189352,531,7,9,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v6_need2_near_diag,36,1341846648.974090,1,22,1837,384,177,0.276398,0.023398,0.194808,525,7,10,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v6_need2_near_diag,37,1341846649.006157,1,23,1788,434,221,0.296734,0.020335,0.200960,547,10,9,372,3,0,32,38,38,,,,,,,,,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,13,,,,,,,,0
wrpy_v6_need2_near_diag,38,1341846649.042101,1,24,1522,409,188,0.317201,0.020467,0.299453,383,26,24,518,9,6,10,27,27,,,,,,,,,0,5,6,6,6,9,0,0,0,0,0,0,9,9,9,72,,,,,,,,0
wrpy_v6_need2_near_diag,39,1341846649.074128,1,25,1538,377,183,0.329305,0.012104,0.319870,405,32,29,529,13,25,57,57,57,,,,,,,,,0,15,16,17,25,13,0,0,0,0,0,0,13,13,13,48,,,,,,,,0
wrpy_v6_need2_near_diag,40,1341846649.106188,1,26,1566,383,196,0.339044,0.009739,0.345771,389,11,21,546,7,4,26,41,41,,,,,,,,,0,2,2,4,4,7,0,0,0,0,0,0,7,7,7,39,,,,,,,,0
wrpy_v6_need2_near_diag,41,1341846649.142042,1,27,1582,408,215,0.353400,0.014357,0.307432,352,11,11,537,1,8,5,41,41,,,,,,,,,0,8,8,1,8,1,1,1,0,0,0,0,1,1,1,53,0,1,1,0,1,0,0,0
wrpy_v6_need2_near_diag,48,1341846649.383973,1,28,1469,334,157,0.453738,0.010376,0.345423,406,15,12,544,13,10,63,63,63,,,,,,,,,0,10,10,0,10,13,0,0,0,0,0,0,13,13,13,60,,,,,,,,0
wrpy_v6_need2_near_diag,49,1341846649.416053,1,29,1522,384,182,0.481889,0.028150,0.366794,414,10,13,547,6,4,21,21,21,,,,,,,,,2,4,4,3,4,6,2,2,0,0,0,0,6,6,6,41,0,1,1,0,1,0,0,0
wrpy_v6_need2_near_diag,50,1341846649.448084,1,30,1583,376,209,0.495990,0.014101,0.324704,417,12,7,511,6,18,43,43,43,,,,,,,,,0,16,8,0,18,6,0,0,0,0,0,0,6,6,6,45,,,,,,,,0
wrpy_v6_need2_near_diag,51,1341846649.484154,1,31,1624,432,258,0.511046,0.015056,0.348145,429,15,9,522,12,38,34,34,34,,,,,,,,,0,38,38,0,38,12,10,10,0,0,0,0,12,12,12,53,0,10,6,0,10,0,0,0
wrpy_v6_need2_near_diag,56,1341846649.678101,1,32,1563,388,215,0.567407,0.009410,0.322702,425,7,8,491,1,0,9,33,33,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,40,,,,,,,,0
wrpy_v6_need2_near_diag,57,1341846649.710937,1,33,1597,396,211,0.576711,0.009304,0.335755,476,18,16,488,0,0,,24,24,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,22,,,,,,,,0
wrpy_v6_need2_near_diag,58,1341846649.746112,1,34,1636,415,239,0.594670,0.017959,0.348984,461,10,6,514,0,0,,19,19,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,21,,,,,,,,0
wrpy_v6_need2_near_diag,59,1341846649.778019,1,35,1707,398,231,0.607321,0.012651,0.213070,605,27,52,332,1,3,8,10,10,,,,,,,,,0,3,3,0,3,1,1,1,0,0,0,0,1,1,1,12,0,1,1,0,1,0,0,0
wrpy_v6_need2_near_diag,61,1341846649.846059,1,36,1694,383,177,0.646361,0.031321,0.192565,651,22,25,299,1,1,14,41,41,,,,,,,,,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,48,,,,,,,,0
wrpy_v6_need2_near_diag,62,1341846649.878137,1,37,1772,435,256,0.659008,0.012647,0.209339,651,34,47,286,7,13,21,56,56,,,,,,,,,0,9,11,4,13,7,0,0,0,0,0,0,7,7,7,37,,,,,,,,0
wrpy_v6_need2_near_diag,63,1341846649.914184,1,38,1817,448,252,0.683846,0.024838,0.208070,608,22,25,345,3,5,21,24,24,,,,,,,,,0,5,5,2,5,3,2,2,0,0,0,0,3,3,3,62,0,2,2,0,2,0,0,0
wrpy_v6_need2_near_diag,64,1341846649.952612,1,39,1795,455,263,0.696162,0.012316,0.219814,638,29,24,327,0,0,,18,18,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,42,,,,,,,,0
wrpy_v6_need2_near_diag,69,1341846650.114215,1,35,1593,384,206,0.753843,0.011737,0.284072,525,5,11,439,7,26,40,61,61,,,,,,,,,0,23,11,0,26,7,0,0,0,0,0,0,7,7,7,101,,,,,,,,0
wrpy_v6_need2_near_diag,70,1341846650.146137,1,36,1599,407,237,0.765674,0.011832,0.304954,489,6,9,466,5,5,32,44,44,,,,,,,,,3,5,5,5,5,5,3,3,0,0,0,0,5,5,5,89,0,3,3,0,3,0,0,0
wrpy_v6_need2_near_diag,71,1341846650.182236,1,37,1657,424,254,0.785980,0.020305,0.271979,596,12,27,359,16,90,38,62,62,,,,,,,,,12,90,66,78,90,16,24,24,0,0,0,0,16,16,16,125,0,12,5,0,12,0,0,0
wrpy_v6_need2_near_diag,72,1341846650.214164,1,38,1723,446,275,0.804359,0.018379,0.292979,539,12,8,428,3,7,21,29,29,,,,,,,,,0,7,7,0,7,3,4,4,0,0,0,0,3,3,3,68,0,2,2,0,2,0,0,0
wrpy_v6_need2_near_diag,78,1341846650.414224,1,39,1648,407,192,0.903090,0.015083,0.326038,479,10,8,470,1,1,23,66,66,,,,,,,,,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,86,,,,,,,,0
wrpy_v6_need2_near_diag,79,1341846650.450353,1,40,1685,423,257,0.923870,0.020780,0.345736,443,9,6,520,1,2,14,51,51,,,,,,,,,0,2,2,1,2,1,1,1,0,0,0,0,1,1,1,65,0,1,1,0,1,0,0,0
wrpy_v6_need2_near_diag,80,1341846650.484849,1,41,1739,440,257,0.936644,0.012774,0.287562,454,18,17,463,2,5,2,18,18,,,,,,,,,0,5,5,2,5,2,2,2,0,0,0,0,2,2,2,43,0,1,1,0,1,0,0,0
wrpy_v6_need2_near_diag,81,1341846650.514091,1,42,1766,409,215,0.961390,0.024746,0.322861,432,20,9,513,3,16,15,23,23,,,,,,,,,4,16,8,16,16,3,4,4,0,0,0,0,3,3,3,48,0,2,2,0,2,0,0,0
wrpy_v6_need2_near_diag,85,1341846650.650422,1,40,1941,362,202,1.006575,0.008924,0.126885,711,4,3,182,1,0,12,21,21,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,31,,,,,,,,0
wrpy_v6_need2_near_diag,90,1341846650.818115,1,41,2151,468,270,1.067218,0.016810,0.114154,708,7,6,178,0,0,,24,24,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,24,,,,,,,,0
wrpy_v6_need2_near_diag,91,1341846650.850139,1,42,2239,546,348,1.083654,0.016436,0.126553,698,2,3,179,1,0,7,28,28,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,42,,,,,,,,0
wrpy_v6_need2_near_diag,92,1341846650.886238,1,43,2409,476,235,1.093058,0.009404,0.097129,719,9,9,131,0,0,,30,30,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,56,,,,,,,,0
wrpy_v6_need2_near_diag,95,1341846650.986247,1,43,2334,528,290,1.141092,0.012919,0.141185,718,38,24,156,1,4,13,31,31,,,,,,,,,0,3,2,3,4,1,0,0,0,0,0,0,1,1,1,43,,,,,,,,0
wrpy_v6_need2_near_diag,96,1341846651.018106,1,44,2436,552,301,1.154140,0.013048,0.150433,694,24,17,195,1,0,1,24,24,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,49,,,,,,,,0
wrpy_v6_need2_near_diag,97,1341846651.050482,1,45,2488,572,343,1.175451,0.021311,0.162207,696,19,18,217,3,7,14,52,52,,,,,,,,,0,7,4,6,7,3,0,0,0,0,0,0,3,3,3,53,,,,,,,,0
wrpy_v6_need2_near_diag,98,1341846651.086169,1,46,2499,626,343,1.190428,0.014977,0.132959,690,34,18,163,7,12,57,62,62,,,,,,,,,1,11,11,12,12,7,1,1,0,0,0,0,7,7,7,68,0,1,1,0,1,0,0,0
wrpy_v6_need2_near_diag,99,1341846651.118423,1,44,2333,544,274,1.218626,0.028198,0.149980,660,17,15,195,1,1,15,51,51,,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,43,0,1,1,0,1,0,0,0
wrpy_v6_need2_near_diag,100,1341846651.154189,1,45,2392,625,372,1.235798,0.017172,0.169616,718,33,22,209,1,0,6,36,36,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,50,,,,,,,,0
wrpy_v6_need2_near_diag,101,1341846651.186391,1,46,2514,608,357,1.249649,0.013851,0.113454,695,5,7,132,0,0,,31,31,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,40,,,,,,,,0
wrpy_v6_need2_near_diag,102,1341846651.218036,1,47,2549,623,387,1.261352,0.011704,0.130244,702,4,5,153,0,0,,52,52,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,33,,,,,,,,0
wrpy_v6_need2_near_diag,106,1341846651.354135,1,48,2392,560,285,1.309627,0.011149,0.181484,677,40,21,215,1,1,9,61,61,,,,,,,,,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,20,,,,,,,,0
wrpy_v6_need2_near_diag,107,1341846651.386180,1,49,2430,606,344,1.326360,0.016733,0.158701,709,35,24,173,1,9,9,67,67,,,,,,,,,0,4,8,0,9,1,0,0,0,0,0,0,1,1,1,17,,,,,,,,0
wrpy_v6_need2_near_diag,108,1341846651.422237,1,50,2522,590,326,1.342917,0.016557,0.168457,644,12,16,215,0,0,,17,17,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,22,,,,,,,,0
wrpy_v6_need2_near_diag,109,1341846651.492135,1,51,2592,566,286,1.367604,0.024687,0.192129,665,28,14,231,4,6,2,11,6,,,,,,,,,0,5,6,6,6,4,0,0,0,0,0,0,4,4,4,12,,,,,,,,0
wrpy_v6_need2_near_diag,111,1341846651.560316,1,52,2508,509,225,1.410378,0.020831,0.177406,706,22,38,203,4,9,17,32,25,,,,,,,,,0,7,6,9,9,4,0,0,0,0,0,0,4,4,4,16,,,,,,,,0
wrpy_v6_need2_near_diag,112,1341846651.590585,1,53,2608,572,264,1.426304,0.015926,0.194954,721,33,30,223,21,24,38,38,23,,,,,,,,,10,20,24,24,24,21,10,10,0,0,0,0,21,21,21,39,0,10,3,0,10,0,0,0
wrpy_v6_need2_near_diag,113,1341846651.622176,1,54,2706,603,287,1.445029,0.018725,0.161553,756,23,30,152,12,14,10,12,10,,,,,,,,,0,14,13,14,14,12,0,0,0,0,0,0,12,12,12,15,,,,,,,,0
wrpy_v6_need2_near_diag,114,1341846651.654223,1,55,2732,604,279,1.466960,0.021931,0.171930,703,28,25,198,1,0,5,10,10,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,29,,,,,,,,0
wrpy_v6_need2_near_diag,116,1341846651.722318,1,54,2638,510,195,1.525085,0.027602,0.149121,692,21,32,166,0,0,,21,21,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,51,,,,,,,,0
wrpy_v6_need2_near_diag,117,1341846651.754212,1,55,2709,563,257,1.554796,0.029711,0.170576,670,25,33,184,4,10,9,9,9,,,,,,,,,2,9,7,10,10,4,2,2,0,0,0,0,4,4,4,64,0,1,1,0,1,0,0,0
