case,frame,applied,reason,v21_reason,estimated_step,allowed_step,step_ratio,static_inliers,static_grid_coverage,dynamic_feature_grid_coverage,v21_before_chi2,v21_after_chi2,v21_chi2_inc,v21_inlier_delta,v22_hazard
whalfsphere_v22_default,627,1,accepted,accepted_v22_pose_chain_context,0.023344,0.018000,1.346040,127,0.024740,0.033529,2.092599,2.939232,0.846633,-0.112000,0
whalfsphere_v22_default,628,1,accepted,accepted_residual_verified,0.019280,0.018000,1.073859,139,0.028320,0.035482,2.211304,2.254014,0.042711,-0.014925,0
whalfsphere_v22_default,631,1,accepted,accepted_residual_verified,0.020441,0.018000,1.175560,144,0.027995,0.035807,1.826178,1.985281,0.159102,-0.014599,0
whalfsphere_v22_default,633,1,accepted,accepted_residual_verified,0.020131,0.018000,1.202920,109,0.021484,0.052734,2.120511,2.086408,-0.034103,0.000000,0
whalfsphere_v22_default,634,1,accepted,accepted_residual_verified,0.023875,0.018000,1.455280,94,0.022461,0.053385,1.770572,1.679775,-0.090797,-0.011364,0
whalfsphere_v22_default,636,1,accepted,accepted_v22_pose_chain_context,0.026217,0.018000,1.643786,98,0.021484,0.050456,2.081593,2.386123,0.304530,-0.052083,0
whalfsphere_v22_default,637,1,accepted,accepted_v22_pose_chain_context,0.037814,0.018000,2.434399,97,0.022135,0.052734,1.970970,3.691653,1.720683,-0.117647,0
whalfsphere_v22_default,642,1,accepted,accepted_v22_pose_chain_context,0.024798,0.018000,1.624642,104,0.024089,0.042969,1.776330,1.957551,0.181221,-0.059406,0
whalfsphere_v22_default,643,1,accepted,accepted_residual_verified,0.021818,0.018000,1.404598,90,0.022135,0.037109,1.768957,1.975577,0.206620,-0.045455,0
whalfsphere_v22_default,644,1,accepted,accepted_v22_pose_chain_context,0.046464,0.018000,2.991319,97,0.026367,0.036784,2.164156,6.251633,4.087477,-0.127660,0
whalfsphere_v22_default,654,1,accepted,accepted_residual_verified,0.018031,0.018000,1.074410,145,0.032552,0.031901,1.333388,1.333689,0.000301,0.000000,0
whalfsphere_v22_default,657,1,accepted,accepted_residual_verified,0.019378,0.018000,1.282569,162,0.036133,0.032227,1.481259,1.508913,0.027654,0.000000,0
whalfsphere_v22_default,682,1,accepted,accepted_residual_verified,0.015939,0.015904,1.803967,141,0.032552,0.032878,1.751887,1.751904,0.000018,0.000000,0
whalfsphere_v22_default,683,1,accepted,accepted_residual_verified,0.019961,0.015904,2.259185,126,0.029948,0.023112,1.867727,2.182965,0.315238,-0.040984,0
whalfsphere_v22_default,686,1,accepted,accepted_residual_verified,0.020415,0.015904,2.310566,149,0.034505,0.027995,1.497954,1.832165,0.334211,-0.020833,0
whalfsphere_v22_default,688,1,accepted,accepted_residual_verified,0.021464,0.016366,2.360734,175,0.041341,0.028320,1.406047,1.881667,0.475620,-0.028736,0
whalfsphere_v22_default,689,1,accepted,accepted_residual_verified,0.018111,0.016783,1.942377,168,0.040365,0.025065,1.586111,1.623991,0.037879,-0.006024,0
whalfsphere_v22_default,691,1,accepted,accepted_residual_verified,0.021976,0.018000,2.123622,179,0.038411,0.030273,1.215964,1.495227,0.279263,-0.029070,0
whalfsphere_v22_default,692,1,accepted,accepted_residual_verified,0.018313,0.018000,1.758673,175,0.037435,0.023438,1.504215,1.506503,0.002287,0.000000,0
whalfsphere_v22_default,694,1,accepted,accepted_residual_verified,0.018311,0.018000,1.616877,201,0.045898,0.028646,1.116178,1.119075,0.002897,0.000000,0
whalfsphere_v22_default,697,1,accepted,accepted_residual_verified,0.018783,0.018000,1.411411,197,0.040039,0.034831,1.328684,1.339403,0.010719,0.000000,0
whalfsphere_v22_default,698,1,accepted,accepted_residual_verified,0.018737,0.018000,1.376912,193,0.039714,0.029948,1.256209,1.267534,0.011325,-0.005263,0
whalfsphere_v22_default,700,1,accepted,accepted_residual_verified,0.021401,0.018000,1.553896,169,0.038411,0.034505,1.391761,1.584286,0.192525,-0.006061,0
whalfsphere_v22_default,701,1,accepted,accepted_v22_pose_chain_context,0.025677,0.018000,1.810695,184,0.042643,0.028646,1.340044,2.035625,0.695580,-0.050279,0
whalfsphere_v22_default,704,1,accepted,accepted_residual_verified,0.019330,0.018000,1.306331,210,0.045898,0.031250,1.187661,1.196093,0.008432,0.000000,0
whalfsphere_v22_default,705,1,accepted,accepted_residual_verified,0.020995,0.018000,1.390770,211,0.046549,0.030599,1.175303,1.295089,0.119786,-0.004785,0
whalfsphere_v22_default,708,1,accepted,accepted_v22_pose_chain_context,0.029967,0.018000,1.892587,207,0.043620,0.024740,1.374541,3.249771,1.875230,-0.146341,0
whalfsphere_v22_default,713,1,accepted,accepted_v22_pose_chain_context,0.038510,0.018000,2.374202,134,0.031901,0.028646,2.071931,9.884787,7.812855,-0.346154,0
whalfsphere_v22_default,714,1,accepted,accepted_residual_verified,0.023669,0.018000,1.459226,124,0.027669,0.036133,2.146954,2.613016,0.466062,-0.050000,0
whalfsphere_v22_default,715,1,accepted,accepted_residual_verified,0.019271,0.018000,1.182053,164,0.034831,0.034180,1.874330,1.904112,0.029783,-0.006250,0
whalfsphere_v22_default,716,1,accepted,accepted_v22_pose_chain_context,0.023739,0.018000,1.480876,202,0.044596,0.032878,1.589504,2.119712,0.530207,-0.060302,0
whalfsphere_v22_default,717,1,accepted,accepted_residual_verified,0.021996,0.018000,1.372162,187,0.041341,0.030599,1.516146,1.711944,0.195797,-0.021739,0
whalfsphere_v22_default,725,1,accepted,accepted_residual_verified,0.019850,0.018000,1.259113,189,0.039062,0.030924,1.691365,1.739418,0.048053,-0.005376,0
whalfsphere_v22_default,732,1,accepted,accepted_residual_verified,0.020273,0.018000,1.303524,203,0.041992,0.033854,1.747497,1.820816,0.073318,-0.020101,0
whalfsphere_v22_default,738,1,accepted,accepted_residual_verified,0.019170,0.018000,1.351891,180,0.037760,0.030924,2.212505,2.211955,-0.000550,-0.005587,0
whalfsphere_v22_default,839,1,accepted,accepted_residual_verified,0.013687,0.010407,2.367265,158,0.032227,0.025391,1.723159,1.838871,0.115712,-0.018987,0
whalfsphere_v22_default,840,1,accepted,accepted_residual_verified,0.011484,0.010616,1.947227,197,0.037109,0.034505,1.908331,1.909629,0.001297,0.000000,0
whalfsphere_v22_default,844,1,accepted,accepted_residual_verified,0.010786,0.010523,1.845065,180,0.036458,0.038086,1.411948,1.412851,0.000903,0.000000,0
whalfsphere_v22_default,848,1,accepted,accepted_residual_verified,0.012108,0.010348,2.106253,197,0.040039,0.028971,1.273068,1.290271,0.017203,-0.005236,0
whalfsphere_v22_default,874,1,accepted,accepted_residual_verified,0.008124,0.007176,2.037823,228,0.046875,0.000000,2.081449,2.101924,0.020474,-0.008772,0
whalfsphere_v22_default,875,1,accepted,accepted_residual_verified,0.009059,0.007309,2.230915,124,0.027669,0.006836,2.394103,2.559100,0.164997,-0.024390,0
whalfsphere_v22_default,876,1,accepted,accepted_residual_verified,0.008494,0.007588,2.014961,175,0.035807,0.007812,2.338103,2.345351,0.007248,-0.005882,0
whalfsphere_v22_default,877,1,accepted,accepted_residual_verified,0.008144,0.007432,1.972567,171,0.034505,0.008789,2.129895,2.135371,0.005476,0.000000,0
whalfsphere_v22_default,878,1,accepted,accepted_residual_verified,0.009431,0.007432,2.284233,153,0.033529,0.008138,2.332880,2.388997,0.056117,-0.026667,0
whalfsphere_v22_default,879,1,accepted,accepted_v22_pose_chain_context,0.022210,0.007432,5.379364,176,0.039062,0.006836,2.269481,3.000618,0.731137,-0.069364,0
whalfsphere_v22_default,880,1,accepted,accepted_v22_pose_chain_context,0.014653,0.007309,3.608460,136,0.028971,0.004883,2.800163,3.557993,0.757830,-0.132353,0
whalfsphere_v22_default,881,1,accepted,accepted_v22_pose_chain_context,0.011240,0.007309,2.768026,168,0.033854,0.000000,2.441589,2.928231,0.486642,-0.059524,0
whalfsphere_v22_default,882,1,accepted,accepted_v22_pose_chain_context,0.029109,0.007432,7.050297,143,0.029948,0.000000,2.416545,7.866316,5.449772,-0.321678,0
whalfsphere_v22_default,883,1,accepted,accepted_v22_pose_chain_context,0.015805,0.007432,3.828002,149,0.033529,0.000000,2.715507,4.114001,1.398495,-0.134228,0
whalfsphere_v22_default,884,1,accepted,accepted_v22_pose_chain_context,0.014929,0.007589,3.540798,190,0.037109,0.000000,2.237598,4.111602,1.874003,-0.152632,0
whalfsphere_v22_default,885,1,accepted,accepted_residual_verified,0.009740,0.007589,2.310048,172,0.037435,0.000000,2.303845,2.458134,0.154289,-0.011628,0
whalfsphere_v22_default,886,1,accepted,accepted_v22_pose_chain_context,0.018166,0.008030,4.072156,141,0.031576,0.000000,2.466370,3.882193,1.415823,-0.148936,0
whalfsphere_v22_default,888,1,accepted,accepted_residual_verified,0.008435,0.008030,1.890905,194,0.039388,0.000000,2.247834,2.250718,0.002884,-0.005155,0
whalfsphere_v22_default,889,1,accepted,accepted_residual_verified,0.009745,0.008030,2.184580,169,0.034831,0.000000,2.023445,2.066268,0.042822,-0.017751,0
whalfsphere_v22_default,890,1,accepted,accepted_residual_verified,0.009666,0.008379,2.076552,152,0.036133,0.000000,2.349103,2.387286,0.038184,-0.019737,0
whalfsphere_v22_default,893,1,accepted,accepted_v22_pose_chain_context,0.022386,0.009227,4.366893,202,0.041341,0.000000,2.262517,4.130124,1.867607,-0.178218,0
whalfsphere_v22_default,894,1,accepted,accepted_residual_verified,0.011319,0.010978,1.855877,186,0.039388,0.000000,2.357144,2.362658,0.005514,0.000000,0
whalfsphere_v22_default,897,1,accepted,accepted_v22_pose_chain_context,0.039205,0.013267,5.319202,151,0.034831,0.000000,2.293043,7.959896,5.666853,-0.357616,0
whalfsphere_v22_default,907,1,accepted,accepted_v22_pose_chain_context,0.019270,0.013837,2.506832,203,0.045247,0.000000,2.572080,3.026675,0.454595,-0.078818,0
whalfsphere_v22_default,981,1,accepted,accepted_residual_verified,0.018329,0.016891,1.953262,137,0.030924,0.039388,2.541921,2.581934,0.040013,-0.007692,0
whalfsphere_v22_default,983,1,accepted,accepted_v22_pose_chain_context,0.023989,0.018000,2.315551,181,0.039714,0.029622,1.719002,2.306618,0.587616,-0.062857,0
whalfsphere_v22_default,990,1,accepted,accepted_v22_pose_chain_context,0.023205,0.018000,1.694298,160,0.035482,0.029948,2.208775,2.539705,0.330931,-0.051613,0
whalfsphere_v22_default,994,1,accepted,accepted_residual_verified,0.019951,0.018000,1.456739,141,0.031576,0.029297,2.369247,2.416884,0.047636,-0.021583,0
whalfsphere_v22_default,998,1,accepted,accepted_v22_pose_chain_context,0.025683,0.018000,1.875219,155,0.032878,0.031901,2.865033,3.635760,0.770727,-0.112583,0
whalfsphere_v22_default,1000,1,accepted,accepted_residual_verified,0.019219,0.018000,1.366356,189,0.038086,0.038086,2.350196,2.385631,0.035434,-0.016043,0
whalfsphere_v22_default,1011,1,accepted,accepted_residual_verified,0.018634,0.018000,1.403494,183,0.034180,0.033854,2.067958,2.075645,0.007686,-0.005495,0
