case,frame,applied,reason,v21_reason,estimated_step,allowed_step,step_ratio,static_inliers,static_grid_coverage,dynamic_feature_grid_coverage,v21_before_chi2,v21_after_chi2,v21_chi2_inc,v21_inlier_delta,v22_hazard
wrpy_v22_default,619,1,accepted,accepted_residual_verified,0.020893,0.018000,1.846447,269,0.047201,0.003255,2.413797,2.567422,0.153625,-0.037175,0
wrpy_v22_default,621,1,accepted,accepted_v22_pose_chain_context,0.023215,0.018000,2.059829,240,0.039714,0.007161,2.753809,3.409483,0.655674,-0.104603,0
wrpy_v22_default,625,1,accepted,accepted_v22_pose_chain_context,0.026227,0.018000,2.276051,241,0.045898,0.003255,2.330715,3.492212,1.161497,-0.120833,0
wrpy_v22_default,629,1,accepted,accepted_v22_pose_chain_context,0.030608,0.018000,2.212703,225,0.048828,0.004232,2.693847,5.675166,2.981319,-0.241071,0
wrpy_v22_default,632,1,accepted,accepted_v22_pose_chain_context,0.023446,0.018000,1.556407,218,0.045247,0.005534,2.724036,3.314435,0.590399,-0.091743,0
wrpy_v22_default,672,1,accepted,accepted_v22_pose_chain_context,0.031604,0.018000,2.351980,140,0.027995,0.000000,2.890428,4.769703,1.879275,-0.221429,0
wrpy_v22_default,673,1,accepted,accepted_v22_pose_chain_context,0.040610,0.018000,3.022171,208,0.044271,0.000000,2.683747,16.614642,13.930895,-0.615385,0
wrpy_v22_default,674,1,accepted,accepted_v22_pose_chain_context,0.040265,0.018000,3.178018,150,0.029622,0.019206,2.757792,10.363071,7.605279,-0.554054,0
wrpy_v22_default,682,1,accepted,accepted_residual_verified,0.021465,0.018000,1.615815,148,0.029622,0.026693,2.421602,2.708662,0.287059,-0.042857,0
wrpy_v22_default,683,1,accepted,accepted_v22_pose_chain_context,0.036253,0.018000,2.590658,122,0.024414,0.017578,2.751258,8.152189,5.400931,-0.387931,0
wrpy_v22_default,689,1,accepted,accepted_residual_verified,0.022607,0.018000,1.699493,131,0.029622,0.017904,2.439317,2.528515,0.089198,-0.024590,0
wrpy_v22_default,694,1,accepted,accepted_v22_pose_chain_context,0.023798,0.018000,1.557832,97,0.022135,0.022786,2.935364,3.281806,0.346443,-0.091954,0
wrpy_v22_default,695,1,accepted,accepted_residual_verified,0.019215,0.018000,1.257810,119,0.027018,0.017253,2.443370,2.475336,0.031965,-0.033613,0
wrpy_v22_default,696,1,accepted,accepted_residual_verified,0.025775,0.018000,1.613058,108,0.024414,0.023112,2.555635,2.665461,0.109827,-0.019802,0
wrpy_v22_default,699,1,accepted,accepted_v22_pose_chain_context,0.036076,0.018000,2.062834,146,0.033854,0.020833,2.222820,6.241366,4.018546,-0.347826,0
wrpy_v22_default,701,1,accepted,accepted_v22_pose_chain_context,0.033467,0.018000,2.010253,140,0.029948,0.019531,2.222409,3.076627,0.854218,-0.107914,0
wrpy_v22_default,702,1,accepted,accepted_v22_pose_chain_context,0.037149,0.018000,2.324864,165,0.036784,0.022461,2.169020,5.788747,3.619728,-0.248447,0
wrpy_v22_default,703,1,accepted,accepted_residual_verified,0.023661,0.018000,1.541116,170,0.038737,0.022461,1.892347,2.353337,0.460990,-0.024540,0
wrpy_v22_default,704,1,accepted,accepted_v22_pose_chain_context,0.024336,0.018000,1.522982,108,0.023438,0.000000,2.238693,2.688453,0.449760,-0.083333,0
wrpy_v22_default,709,1,accepted,accepted_v22_pose_chain_context,0.030092,0.018000,1.835497,172,0.038411,0.000000,2.313676,4.140157,1.826480,-0.156977,0
wrpy_v22_default,712,1,accepted,accepted_v22_pose_chain_context,0.027087,0.018000,1.652165,144,0.029948,0.007487,2.094022,2.778185,0.684163,-0.050360,0
wrpy_v22_default,716,1,accepted,accepted_residual_verified,0.023787,0.018000,1.450922,187,0.038411,0.013346,1.833912,2.191641,0.357729,-0.022099,0
wrpy_v22_default,717,1,accepted,accepted_residual_verified,0.018800,0.018000,1.146716,177,0.036784,0.013672,1.914956,1.924213,0.009257,0.000000,0
wrpy_v22_default,736,1,accepted,accepted_residual_verified,0.019731,0.016604,2.138966,212,0.043620,0.001628,2.043483,2.124675,0.081192,-0.014218,0
wrpy_v22_default,765,1,accepted,accepted_residual_verified,0.016159,0.011492,2.530899,210,0.044271,0.013021,1.584707,1.689980,0.105273,-0.014706,0
wrpy_v22_default,766,1,accepted,accepted_residual_verified,0.011606,0.011492,1.817783,185,0.040365,0.015625,1.687971,1.688905,0.000933,0.000000,0
wrpy_v22_default,767,1,accepted,accepted_residual_verified,0.019005,0.011492,2.976601,196,0.044271,0.010742,1.811447,2.009716,0.198269,-0.026596,0
wrpy_v22_default,768,1,accepted,accepted_residual_verified,0.018398,0.011492,2.881503,205,0.040039,0.013672,1.764024,2.020430,0.256405,-0.039604,0
wrpy_v22_default,773,1,accepted,accepted_residual_verified,0.014653,0.011908,2.214895,210,0.044596,0.017253,1.561918,1.674927,0.113009,-0.009804,0
wrpy_v22_default,776,1,accepted,accepted_residual_verified,0.015709,0.012265,2.305492,225,0.045573,0.021159,1.376943,1.590516,0.213572,-0.004587,0
wrpy_v22_default,779,1,accepted,accepted_v22_pose_chain_context,0.024844,0.012265,3.646068,230,0.045898,0.023763,1.483641,4.690775,3.207134,-0.191111,0
wrpy_v22_default,780,1,accepted,accepted_residual_verified,0.017039,0.012023,2.550836,229,0.042969,0.031250,1.487550,1.614421,0.126871,-0.004505,0
wrpy_v22_default,781,1,accepted,accepted_residual_verified,0.013576,0.012265,1.992426,204,0.039062,0.030599,1.520772,1.548111,0.027339,-0.009950,0
wrpy_v22_default,782,1,accepted,accepted_residual_verified,0.018512,0.012432,2.680297,206,0.041667,0.029622,1.716763,2.067364,0.350601,-0.030151,0
wrpy_v22_default,783,1,accepted,accepted_residual_verified,0.021671,0.012873,3.030245,208,0.043294,0.026367,1.517671,2.088041,0.570370,-0.049505,0
wrpy_v22_default,784,1,accepted,accepted_residual_verified,0.018623,0.013079,2.562927,212,0.041341,0.031250,1.320136,1.617632,0.297495,-0.014851,0
wrpy_v22_default,785,1,accepted,accepted_residual_verified,0.014480,0.013212,1.972842,232,0.046875,0.029622,1.576130,1.599873,0.023742,0.000000,0
wrpy_v22_default,787,1,accepted,accepted_v22_pose_chain_context,0.034271,0.014576,4.232195,212,0.043945,0.034505,1.556430,3.133620,1.577191,-0.101449,0
wrpy_v22_default,789,1,accepted,accepted_v22_pose_chain_context,0.031882,0.015153,3.787108,216,0.042969,0.031576,1.266728,3.666772,2.400044,-0.166667,0
wrpy_v22_default,790,1,accepted,accepted_v22_pose_chain_context,0.025941,0.015153,3.081353,223,0.042969,0.033854,1.299941,2.207039,0.907098,-0.051402,0
wrpy_v22_default,792,1,accepted,accepted_residual_verified,0.022342,0.017255,2.330606,219,0.041992,0.030273,1.161133,1.177024,0.015891,-0.004673,0
wrpy_v22_default,805,1,accepted,accepted_residual_verified,0.021104,0.015131,2.510630,187,0.037760,0.037760,1.755947,1.823525,0.067579,-0.027933,0
wrpy_v22_default,807,1,accepted,accepted_residual_verified,0.017351,0.014401,2.168747,160,0.035156,0.041992,1.914736,1.945762,0.031026,0.000000,0
wrpy_v22_default,809,1,accepted,accepted_residual_verified,0.019910,0.015131,2.368498,93,0.022461,0.036784,2.126158,2.213610,0.087452,-0.021978,0
wrpy_v22_default,811,1,accepted,accepted_residual_verified,0.023608,0.017934,2.369523,133,0.025716,0.051432,2.439083,2.743990,0.304906,-0.048780,0
wrpy_v22_default,812,1,accepted,accepted_residual_verified,0.018745,0.017934,1.881427,134,0.029297,0.004557,2.462161,2.449206,-0.012956,-0.007576,0
wrpy_v22_default,813,1,accepted,accepted_v22_pose_chain_context,0.028983,0.017934,2.909009,212,0.043945,0.010417,2.038879,8.458276,6.419397,-0.347826,0
wrpy_v22_default,814,1,accepted,accepted_v22_pose_chain_context,0.047086,0.018000,4.440959,163,0.039062,0.011719,2.302635,36.657897,34.355263,-0.754839,0
wrpy_v22_default,815,1,accepted,accepted_v22_pose_chain_context,0.046320,0.018000,4.368725,110,0.023763,0.007487,2.722714,31.500535,28.777821,-0.587156,0
wrpy_v22_default,816,1,accepted,accepted_v22_pose_chain_context,0.033522,0.018000,3.161601,160,0.032227,0.010742,2.796375,23.078279,20.281904,-0.622517,0
wrpy_v22_default,817,1,accepted,accepted_v22_pose_chain_context,0.073536,0.018000,6.935594,122,0.026693,0.016602,2.285201,186.170687,183.885486,-0.991150,0
wrpy_v22_default,818,0,v21_residual_verification_reject,v22_dynamic_occlusion_residual_reject,0.050406,0.018000,4.754057,88,0.017253,0.044271,1.991265,7.406332,5.415067,-0.301205,1
wrpy_v22_default,819,0,v21_residual_verification_reject,v22_dynamic_occlusion_residual_reject,0.038318,0.018000,3.543249,125,0.025391,0.053060,2.240115,8.076883,5.836768,-0.357724,1
wrpy_v22_default,820,0,v21_residual_verification_reject,v22_dynamic_occlusion_residual_reject,0.055075,0.018000,4.944130,101,0.020508,0.059570,2.625711,46.022976,43.397265,-0.910000,1
wrpy_v22_default,821,1,accepted,accepted_residual_verified,0.018512,0.018000,1.608092,129,0.023763,0.008789,2.021134,2.034102,0.012968,-0.007752,0
wrpy_v22_default,823,1,accepted,accepted_v22_pose_chain_context,0.019305,0.018000,1.386228,208,0.042643,0.006185,2.471250,2.579899,0.108649,-0.072115,0
wrpy_v22_default,824,1,accepted,accepted_v22_pose_chain_context,0.026168,0.018000,1.702402,160,0.031901,0.005859,2.393212,5.422142,3.028930,-0.238710,0
wrpy_v22_default,825,1,accepted,accepted_v22_pose_chain_context,0.027453,0.018000,1.667563,119,0.026042,0.010091,2.488977,7.831014,5.342037,-0.347826,0
wrpy_v22_default,826,1,accepted,accepted_v22_pose_chain_context,0.024448,0.018000,1.384609,115,0.023438,0.007812,2.235669,4.887094,2.651425,-0.245455,0
wrpy_v22_default,827,1,accepted,accepted_v22_pose_chain_context,0.033288,0.018000,1.849321,112,0.023438,0.011393,2.543828,17.073292,14.529464,-0.563636,0
wrpy_v22_default,828,1,accepted,accepted_v22_pose_chain_context,0.025449,0.018000,1.413839,199,0.041667,0.012044,2.085984,7.842431,5.756447,-0.338710,0
wrpy_v22_default,829,1,accepted,accepted_v22_pose_chain_context,0.028504,0.018000,1.583549,167,0.033529,0.010417,2.422316,10.472490,8.050174,-0.435065,0
wrpy_v22_default,830,1,accepted,accepted_v22_pose_chain_context,0.032910,0.018000,1.828322,141,0.029622,0.001953,2.545445,20.425903,17.880458,-0.573529,0
wrpy_v22_default,831,1,accepted,accepted_v22_pose_chain_context,0.043660,0.018000,2.425537,137,0.029297,0.003581,2.586894,67.252323,64.665428,-0.863636,0
wrpy_v22_default,832,1,accepted,accepted_v22_pose_chain_context,0.050864,0.018000,2.825803,92,0.021484,0.004232,2.763259,54.105323,51.342065,-0.917647,0
wrpy_v22_default,833,1,accepted,accepted_v22_pose_chain_context,0.023157,0.018000,1.286495,137,0.028971,0.022786,2.578841,3.939749,1.360909,-0.186047,0
wrpy_v22_default,834,1,accepted,accepted_v22_pose_chain_context,0.040971,0.018000,2.276183,119,0.025391,0.017904,2.451675,34.821383,32.369708,-0.834862,0
wrpy_v22_default,835,1,accepted,accepted_v22_pose_chain_context,0.057348,0.018000,3.186012,97,0.022135,0.013346,2.811752,77.831763,75.020011,-0.956522,0
wrpy_v22_default,837,1,accepted,accepted_v22_pose_chain_context,0.037840,0.018000,2.102218,115,0.023438,0.013021,2.983677,18.407870,15.424194,-0.694444,0
wrpy_v22_default,838,1,accepted,accepted_v22_pose_chain_context,0.033318,0.018000,1.850977,93,0.019857,0.016276,2.980416,16.160695,13.180279,-0.516484,0
wrpy_v22_default,839,1,accepted,accepted_v22_pose_chain_context,0.027441,0.018000,1.524473,95,0.018880,0.011719,2.399475,5.019219,2.619744,-0.284211,0
wrpy_v22_default,840,1,accepted,accepted_v22_pose_chain_context,0.021604,0.018000,1.200197,160,0.030599,0.012370,2.419454,2.832291,0.412837,-0.062893,0
wrpy_v22_default,843,1,accepted,accepted_v22_pose_chain_context,0.027199,0.018000,1.434074,141,0.031576,0.014323,2.500512,5.385314,2.884802,-0.208633,0
wrpy_v22_default,844,1,accepted,accepted_v22_pose_chain_context,0.047882,0.018000,2.660098,77,0.018229,0.013672,2.303652,8.038058,5.734406,-0.355263,0
wrpy_v22_default,845,1,accepted,accepted_v22_pose_chain_context,0.050853,0.018000,2.825147,71,0.017253,0.016276,3.052280,20.639410,17.587130,-0.757143,0
wrpy_v22_default,846,1,accepted,accepted_v22_pose_chain_context,0.032863,0.018000,1.732734,122,0.030599,0.010742,3.016394,9.127120,6.110726,-0.289256,0
wrpy_v22_default,847,1,accepted,accepted_v22_pose_chain_context,0.026915,0.018000,1.419091,157,0.033203,0.007487,2.407463,3.553860,1.146397,-0.089744,0
wrpy_v22_default,848,1,accepted,accepted_v22_pose_chain_context,0.027101,0.018000,1.356952,117,0.025716,0.014974,2.436308,2.882250,0.445941,-0.085470,0
wrpy_v22_default,849,1,accepted,accepted_residual_verified,0.018663,0.018000,0.984037,166,0.034831,0.012370,2.084906,2.093989,0.009083,0.000000,0
wrpy_v22_default,851,1,accepted,accepted_residual_verified,0.022297,0.018000,1.238725,169,0.035807,0.016927,2.201617,2.309048,0.107431,-0.041420,0
wrpy_v22_default,853,1,accepted,accepted_residual_verified,0.020300,0.018000,1.127767,196,0.039714,0.013672,2.446547,2.545058,0.098511,-0.036269,0
wrpy_v22_default,856,1,accepted,accepted_residual_verified,0.020668,0.018000,1.148202,203,0.042318,0.003255,2.457106,2.645577,0.188470,-0.044335,0
wrpy_v22_default,865,1,accepted,accepted_residual_verified,0.018963,0.018000,1.053480,205,0.042969,0.000000,2.104844,2.124092,0.019248,-0.009756,0
wrpy_v22_default,871,1,accepted,accepted_residual_verified,0.020121,0.018000,1.249533,229,0.048828,0.000000,1.904995,1.984540,0.079544,-0.008734,0
